Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
337983,2020-10-28 21:35:30,30560609640617,fraud_Goyette-Gerhold,kids_pets,13.13,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,0b1b989932e5599190d05ed29b53bc98,1382996130,40.639944,-92.038337,0
377745,2020-11-15 20:32:15,4474324669797121,"fraud_Windler, Goodwin and Kovacek",home,94.87,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,721d6496f1e1292e624678cce247ec91,1384547535,37.584082,-119.403788,0
414205,2020-11-30 18:12:30,180011453250192,fraud_Daugherty LLC,kids_pets,58.44,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,3b2f6c0a5ebc761f8fd34482fea38ee5,1385835150,40.976007,-91.56768,0
97951,2020-07-25 19:18:18,4586260469584,fraud_Schoen-Quigley,kids_pets,36.39,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,777e429e46974fce140af67b2bb84311,1374779898,40.041226,-95.233176,0
104249,2020-07-27 16:12:13,676173792455,"fraud_Streich, Rolfson and Wilderman",kids_pets,155.04,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,cca3f6e00fbd114bc8cf8ed807bb9fcb,1374941533,34.366665999999995,-118.177433,0
56134,2020-07-10 21:39:39,3502088871723054,fraud_Turcotte-Halvorson,misc_pos,4.99,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,035773d32f7aa4c1925fc1f410d27020,1373492379,38.541127,-77.43203299999999,0
146253,2020-08-11 04:26:41,3590736522064285,fraud_Bednar Group,misc_net,7.65,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,03b58ac4c92275f50eaab244800f2d34,1376195201,34.119338,-92.633533,0
393647,2020-11-22 21:25:37,3540017235499519,"fraud_Lakin, Ferry and Beatty",food_dining,54.75,Lawrence,Frost,M,82448 Tucker Cliff,Kittery Point,ME,3905,43.0976,-70.7121,1780,Broadcast engineer,1983-01-21,d01f0471cf958d1698302f6327f4cfa9,1385155537,42.750263,-70.55884300000001,0
280316,2020-10-04 06:31:38,3549202406645667,fraud_Denesik and Sons,shopping_pos,5.53,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,0923a3c74e2fd85a21829f3e4a3870f8,1380868298,43.810526,-71.01701800000001,0
311523,2020-10-17 22:20:11,4958589671582726883,"fraud_Altenwerth, Cartwright and Koss",shopping_net,960.14,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,47430f21c9b5d3f307a2269da03db1d2,1382048411,39.680992,-77.140438,1
232106,2020-09-13 04:23:44,3564182536169293,fraud_Conroy-Cruickshank,gas_transport,63.41,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,989a0bf56e979250b0fc51e833f27a31,1379046224,40.231385,-82.51759100000001,0
10006,2020-06-24 00:01:37,180094419304907,"fraud_Monahan, Bogisich and Ledner",misc_pos,18.53,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,16e21659011f2555c22c0a54a89c2944,1372032097,33.536662,-116.554378,0
62771,2020-07-13 04:14:15,4986925034905735,"fraud_Jenkins, Hauck and Friesen",gas_transport,63.6,Erika,Gonzalez,F,907 Courtney Via Apt. 896,Irvine,KY,40336,37.6858,-83.9862,13061,"Editor, magazine features",1959-06-18,9cb8f06031eb5600d1a31dd5146530fd,1373688855,38.086252,-84.296137,0
347122,2020-11-02 08:42:29,376445266762684,fraud_Kuhn LLC,misc_net,2.05,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,121bfa89400e7341df304a193c4c9ee8,1383381749,41.852203,-101.461414,0
192590,2020-08-27 23:26:07,6011104316292105,fraud_Leannon-Ward,food_dining,126.48,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,ddbbd5f7cd7c6f0a0740e7b982091b96,1377645967,37.26503,-78.412371,1
466293,2020-12-12 14:17:19,372509258176510,fraud_Baumbach Ltd,personal_care,50.4,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,d1e16b650672adf3dda83594c5aa27a1,1386857839,43.169463,-84.298636,0
391234,2020-11-21 22:55:30,6011366578560244,fraud_Goyette-Herzog,travel,6.09,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,d837c2dad795803ef8dc046408b8433a,1385074530,40.965072,-77.434184,0
64818,2020-07-13 17:13:38,4682744518117239,fraud_Lind-Buckridge,entertainment,16.66,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",1961-12-18,f487affff0f968e187d24a24757b4b5e,1373735618,39.469336,-91.968007,0
81074,2020-07-19 18:43:34,4025612008285111,fraud_Wilkinson LLC,personal_care,48.92,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,9eaf4f0921b99351ecc7d8f741823e9c,1374259414,41.545868,-79.73533,0
45204,2020-07-06 19:11:56,4462038234743679432,fraud_Kerluke Inc,misc_net,913.39,Kimberly,Bush,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579,Hydrogeologist,1945-11-26,74d7bc514cf714aa9e9ed9127611f178,1373137916,32.383445,-104.996947,1
89957,2020-07-21 23:59:36,30270432095985,"fraud_Witting, Beer and Ernser",home,22.31,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,2ef849671ac74c2b1fd369cb7fb3b4de,1374451176,40.713717,-91.486128,0
406056,2020-11-28 14:17:23,376028110684021,fraud_Windler LLC,kids_pets,49.13,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,60d52a1e21edc3aedb976ed2f65e7686,1385648243,39.665633,-94.175592,0
248480,2020-09-20 07:19:48,3592931352252641,"fraud_Langosh, Wintheiser and Hyatt",food_dining,127.35,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,d8fccf1ffc33cf9f24e9e64445b33705,1379661588,45.487361,-93.600445,0
403193,2020-11-26 22:28:31,4505383113689,"fraud_Daugherty, Pouros and Beahan",shopping_pos,969.05,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,20d5fc1d58ca27ce3e724d0f575ab808,1385504911,38.748056,-76.53502399999999,1
443330,2020-12-07 08:42:36,4601636330889,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,34.92,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,3704349ba8905999cf5c469975eb52c4,1386405756,29.192426,-96.084407,0
307191,2020-10-15 16:16:56,3547574373318979,fraud_Volkman PLC,food_dining,72.85,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1962-04-30,d89155139cb193ae39309f2678b0aa3f,1381853816,38.234037,-87.482559,0
422391,2020-12-02 00:01:37,3513618443244549,fraud_Bogisich Inc,grocery_pos,104.09,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,4a31da28a4c293567a175f1d939442a0,1385942497,43.397674,-97.423239,0
311656,2020-10-17 23:50:34,378904938837132,fraud_Beier and Sons,home,256.09,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,33bcb35eb0e5f2a671dca3eae109ba7d,1382053834,36.012828000000006,-99.028179,1
78072,2020-07-18 20:05:29,581686439828,fraud_Gaylord-Powlowski,home,122.61,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,b47fe6d0651bf7a92aeb6b6aab33f8e9,1374177929,40.711646,-79.071591,0
165207,2020-08-18 00:30:17,213112402583773,fraud_Boyer PLC,shopping_net,1017.67,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,d2fa92fcb98a67a166d60c47e5173cc6,1376785817,35.001507000000004,-82.26003399999999,1
25521,2020-06-29 20:50:04,4958589671582726883,fraud_Pollich LLC,home,1.66,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,130f954376a608731df10ec55b473e65,1372539004,38.47341,-77.389882,0
59046,2020-07-12 02:18:59,675909898057,"fraud_Fadel, Mertz and Rippin",entertainment,92.79,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,1964-03-16,e9936780c985c19ea0e4b9384b74adad,1373595539,40.35271,-73.401783,0
135558,2020-08-07 22:06:32,675961917837,"fraud_Windler, Goodwin and Kovacek",home,84.53,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24,f57d93fb49e81c88ddde75dca6030409,1375913192,40.333459000000005,-96.78623,0
277075,2020-10-02 16:35:57,4102003771126577611,"fraud_Hettinger, McCullough and Fay",home,100.91,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,81eeb9a525304217dbf63f948a46e8b4,1380731757,33.087358,-97.194638,0
415780,2020-11-30 22:45:28,4908846471916297,fraud_Feil-Morar,health_fitness,57.51,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,886a879275f5698db2e6967361384731,1385851528,31.661108,-97.757181,0
275682,2020-10-01 21:34:48,6538441737335434,"fraud_Cremin, Hamill and Reichel",misc_pos,81.45,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,71b5fe9d050123fc605797908281fa93,1380663288,42.051152,-80.82419,0
316290,2020-10-19 15:56:10,2712209726293386,fraud_Boyer PLC,shopping_net,69.2,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,d1dccb7cda96f97265947502542ea461,1382198170,30.923669,-92.020338,0
42404,2020-07-06 02:42:27,6011860238257910,fraud_Torphy-Goyette,shopping_pos,5.93,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,4a02cd0bea163ed76b761c609e7fb103,1373078547,35.461552000000005,-97.156036,0
554389,2020-12-31 16:22:32,375082648741747,"fraud_Hintz, Bauch and Smith",health_fitness,195.47,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,e4a86a4a47adc2e87a77384907e01ea1,1388506952,47.513066,-97.223417,0
539976,2020-12-28 14:07:30,30270432095985,fraud_Baumbach Ltd,personal_care,24.38,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,29f3b6e4d459d16a05a8d527bfe2129e,1388239650,40.809521,-90.670861,0
522789,2020-12-24 16:20:46,375082648741747,fraud_Kemmer-Buckridge,misc_pos,5.98,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,7303f023b772a1f7432df544c20b035a,1387902046,46.71243,-96.568335,0
217463,2020-09-06 17:52:11,4099707841315751,fraud_Gerlach Inc,shopping_net,7.32,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,f01b16c95188b1a43df94d46fd8dc87e,1378489931,37.324989,-78.04576999999999,0
135726,2020-08-07 23:18:24,375082648741747,fraud_Heaney-Marquardt,entertainment,498.78,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,a9e8385170dbd301101eff3695e161ca,1375917504,46.493104,-97.390103,1
309661,2020-10-16 22:31:03,4306586894261180,"fraud_Schmeler, Bashirian and Price",shopping_net,891.36,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,0f5258ac0127d104640c98ad7b2c0d42,1381962663,39.910453,-86.66265,1
332604,2020-10-26 18:22:54,4364010865167176,fraud_Wilkinson LLC,personal_care,2.25,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,892f382ebc18292b7b7b503fc0b74b61,1382811774,39.241571,-119.605844,0
309787,2020-10-16 23:47:57,4306586894261180,"fraud_Reichert, Shanahan and Hayes",shopping_net,1004.44,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,4a97787a643d704087df5a87336c0c0a,1381967277,39.454932,-86.339438,1
435385,2020-12-05 20:20:37,376445266762684,fraud_Zulauf LLC,personal_care,16.44,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,d378da920829f5a36fffe349e5e4d54c,1386274837,40.745304,-102.049869,0
340128,2020-10-30 05:48:06,4740713119940984,"fraud_Harris, Gusikowski and Heaney",grocery_net,93.73,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,bea81e6c2589cf8ece34c03f5480de62,1383112086,41.607147,-73.672119,0
89005,2020-07-21 19:16:23,4634955908138648,fraud_Klein Group,entertainment,15.45,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,362d708bc5727a819e389347ac1ff422,1374434183,42.036443,-96.061291,0
200745,2020-08-31 01:14:14,6596735789587928,fraud_Deckow-O'Conner,grocery_pos,280.72,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1959-01-15,14e3b6f5bda12ff26a8490b5570d5b6d,1377911654,44.792842,-93.47498,1
5518,2020-06-22 21:07:34,4642255475285942,"fraud_Zemlak, Tillman and Cremin",personal_care,38.93,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,8529e8ca6a86685fceb5db3890c12e7d,1371935254,38.712419,-109.699017,0
42345,2020-07-06 02:16:18,4509142395811241,fraud_Murray-Smitham,grocery_pos,131.34,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,dd1f8fcae9408ebf2a5b654b197ec573,1373076978,31.325235,-82.33109499999999,0
230731,2020-09-12 13:30:01,4379260813815979609,fraud_Champlin and Sons,home,72.74,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,5dc4331d8a0ad90e9836af6abfc7f6de,1378992601,38.288418,-122.791729,0
417023,2020-12-01 04:12:35,676275912597,fraud_Mayert Group,shopping_pos,124.04,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,8e42b0b51a9fb8ba26a46d8b38ec5e8d,1385871155,44.016217,-84.790513,0
450562,2020-12-08 12:20:36,4464457352619,fraud_Kub-Heaney,health_fitness,17.92,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,058edfd1679e7a27a711d55988f205bd,1386505236,29.464322,-83.829543,0
417873,2020-12-01 08:29:52,2297447006766555,"fraud_Kuhic, Bins and Pfeffer",shopping_net,253.32,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,8e6b30085dc0f28fde81630b0560e52c,1385886592,39.049798,-88.57315,0
432709,2020-12-05 03:04:55,630423337322,fraud_Goodwin-Nitzsche,grocery_pos,354.08,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,d47dee65288d6a087cb5a3c72fe1613d,1386212695,49.533242,-117.87987,1
130877,2020-08-05 18:48:15,4792627764422477317,fraud_Jacobi Inc,health_fitness,127.93,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,7b96ecaff4156db86f09d520837cb6e0,1375728495,39.652294,-95.775954,0
26633,2020-06-30 03:27:49,3528231451607350,fraud_Kuhic Inc,grocery_pos,307.33,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,a56ef946aaa6ce8a461f001ff3fc3e02,1372562869,38.653216,-74.367462,1
109654,2020-07-28 23:28:26,4764202053279782,"fraud_Moore, Williamson and Emmerich",home,52.68,Derek,Jones,M,198 Candace Plaza,Diamond,OH,44412,41.0935,-81.0425,2644,Air cabin crew,1981-01-06,f346ca2ec5f396dc9440c7c32b077c8e,1375054106,41.72195,-81.893738,0
189655,2020-08-26 13:16:09,4992346398065154184,fraud_Gerhold LLC,home,19.8,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,1d3dd3fbc312d32c80f108ef5860252f,1377522969,41.367092,-89.684287,0
507944,2020-12-21 12:34:45,213112402583773,fraud_Sawayn PLC,shopping_pos,6.52,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,d9feddd3eb50255dc337a021a6c842fa,1387629285,34.505047,-81.72686,0
412856,2020-11-30 14:07:02,4364010865167176,"fraud_Reichert, Rowe and Mraz",shopping_net,1.87,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,1b7a00077b454e8fc6c3f64ed00d9e50,1385820422,38.895772,-120.340908,0
370780,2020-11-12 11:52:44,4104312520615374,fraud_Lockman Ltd,grocery_pos,99.43,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,79b1e593d3e766722c37142f9b658de5,1384257164,34.359395,-116.197939,0
147643,2020-08-11 14:15:09,3526826139003047,fraud_Gerhold LLC,home,14.87,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,b74e85523adec3ac6af283db1d794578,1376230509,45.008843,-84.29154100000001,0
81662,2020-07-19 22:05:33,4428780983793657331,"fraud_Reichert, Huels and Hoppe",shopping_net,1040.83,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,71ba289e95b080d29e8d0cc987fc726d,1374271533,42.513649,-88.337195,1
529908,2020-12-26 15:40:30,571314334723,"fraud_Willms, Kris and Bergnaum",shopping_pos,1.06,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,5e6313069a48591681763a22676df85d,1388072430,39.404623,-80.012446,0
395703,2020-11-23 14:57:49,4792627764422477317,fraud_Rau-Robel,kids_pets,55.27,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,1898e1bb0f54f9f06b07fa75f627ca76,1385218669,38.828336,-95.640802,0
391549,2020-11-22 02:16:30,343668971234893,fraud_Jacobi and Sons,shopping_pos,9.84,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,35bf1deb35d147675cb7e52e7c5dcadf,1385086590,33.340104,-81.19985,0
215557,2020-09-05 23:52:22,3550412175018089,fraud_Dooley Inc,shopping_pos,1050.65,Morgan,James,F,742 Sellers Ferry,Lexington,KY,40502,38.0174,-84.4854,296965,Software engineer,1962-12-30,32fc74ed9cf4003b8a29fe60d2692f4b,1378425142,37.349376,-84.99032,1
347464,2020-11-02 12:00:47,3583635130604947,fraud_Hammes-Beatty,kids_pets,21.33,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,a4d02dfc3e99f0b0bea6d889a628bf35,1383393647,39.053491,-74.07934499999999,0
213882,2020-09-05 03:07:28,4417677808209716,fraud_Stracke-Lemke,grocery_pos,277.3,Renee,Jones,F,914 Nancy Square,Birmingham,AL,35211,33.4816,-86.859,493806,Operational investment banker,2000-03-28,2ff8280b90021e7de18116e841aaf427,1378350448,33.061425,-86.80184,1
260810,2020-09-25 13:17:00,375248307838179,fraud_Skiles LLC,home,24.82,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,18a8b3128eb35c6bb4d65d1dee992e9d,1380115020,39.207673,-80.720023,0
384284,2020-11-17 22:31:08,4474324669797121,fraud_Kulas Group,health_fitness,55.8,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,22c30a6100085e9250f6310e53090c95,1384727468,37.438975,-118.494358,0
527063,2020-12-25 20:34:18,4048508450704760,fraud_Botsford PLC,home,73.8,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,23fea0e77bf8a2ec65130878a0a17bd0,1388003658,40.36714,-98.3466,0
451682,2020-12-08 16:08:03,30074693890476,fraud_Renner Ltd,home,15.03,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,b107fa463c3100bbb6558dbb26e84ad3,1386518883,38.033868,-100.810412,0
49091,2020-07-07 18:51:35,3582754887089201,fraud_Roob-Okuneva,health_fitness,8.9,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,3da0ea1888c17eb617f687bbd25d4a24,1373223095,34.549802,-93.812962,0
